author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:153/2052,https://openalex.org/A5028609723,Kijung Shin,Korea Institute for Advanced Study,Korea Institute for Advanced Study|Korea Advanced Institute of Science and Technology|International Graduate School of English|Kootenay Association for Science & Technology|Korea Kacoh (South Korea),KR,last_known_institutions_primary,matched_by_orcid
pid:153/2193,https://openalex.org/A5077198404,Nicholas Rhinehart,University of Toronto,University of Toronto,CA,affiliations_fallback,matched_by_orcid
pid:153/2879,https://openalex.org/A5083575259,Alan Kuhnle,Mitchell Institute,Mitchell Institute|Texas A&M University,US,last_known_institutions_primary,matched_by_orcid
pid:153/5169-1,https://openalex.org/A5100757577,Anqi Liu,Johns Hopkins University,Johns Hopkins University,US,affiliations_fallback,matched_by_orcid
pid:153/5393,https://openalex.org/A5029133361,Ibrahim Alabdulmohsin,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:153/5467,https://openalex.org/A5067124640,Benjamin D. Haeffele,Johns Hopkins University,Johns Hopkins University,US,affiliations_fallback,matched_by_orcid
pid:153/7670,https://openalex.org/A5065655761,Roberto Martín-Martín,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:153/9296,https://openalex.org/A5053568123,Alexander Tong,University of California San Diego,University of California San Diego|Sanford Consortium for Regenerative Medicine,US,last_known_institutions_primary,matched_by_orcid
pid:154/0507-1,https://openalex.org/A5084887843,Xiangdong Huang,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:154/3591-1,https://openalex.org/A5080508398,Ahmed Khaled,Delta University for Science and Technology,Delta University for Science and Technology,EG,last_known_institutions_primary,matched_by_orcid
pid:154/5678,https://openalex.org/A5071575216,Juan Zhai,Shihezi University,Shihezi University|Nanjing Tech University|Xuzhou Medical College|Amherst College|University of Massachusetts Amherst|Xinjiang Production and Construction Corps|Xinjiang Academy of Agricultural Sciences|Xuzhou Central Hospital|Huaiyin Normal University|Institute of Crop Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:154/6336,https://openalex.org/A5041869459,Christopher De,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:154/6494,https://openalex.org/A5014238886,Amir Zandieh,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:155/1902,https://openalex.org/A5083079672,Baotian Hu,Shenzhen Institute of Information Technology,Shenzhen Institute of Information Technology|Hefei Normal University|Harbin Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:155/1906,https://openalex.org/A5013422880,Michał Dereziński,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor,US,last_known_institutions_primary,matched_by_orcid
pid:155/2110,https://openalex.org/A5133599382,Friedemann Zenke,Friedrich Miescher Institute,Friedrich Miescher Institute,CH,last_known_institutions_primary,matched_by_orcid
pid:155/2199-1,https://openalex.org/A5089063294,Jiaqi Ma,Mohamed bin Zayed University of Artificial Intelligence,Mohamed bin Zayed University of Artificial Intelligence|Taiyuan University of Technology,AE,last_known_institutions_primary,matched_by_orcid
pid:155/3118,https://openalex.org/A5032491456,Jens Sjölund,Uppsala University,Uppsala University,SE,affiliations_fallback,matched_by_orcid
pid:155/3181-1,https://openalex.org/A5032642601,Wenbing Huang,Renmin University of China,Renmin University of China|Chinese Academy of Governance,CN,last_known_institutions_primary,matched_by_orcid
pid:155/3740,https://openalex.org/A5102933746,Cathy Wu,Decision Systems (United States),Decision Systems (United States)|Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:155/6766,https://openalex.org/A5006048318,Jean Kossaifi,Imperial College London,Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:155/7466,https://openalex.org/A5065281913,Debo Cheng,Hainan University,Hainan University|The University of Adelaide,CN,last_known_institutions_primary,matched_by_orcid
pid:156/0289,https://openalex.org/A5010900024,Neil C. Rabinowitz,Google DeepMind (United Kingdom),Google DeepMind (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:156/0610,https://openalex.org/A5008999954,Mang Ye,Tongji University,Tongji University|Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
pid:156/1517-1,https://openalex.org/A5000564739,Hao Xue,UNSW Sydney,UNSW Sydney,AU,affiliations_fallback,matched_by_orcid
pid:156/2229,https://openalex.org/A5061701877,Arthur Mensch,École Normale Supérieure - PSL,École Normale Supérieure - PSL,FR,affiliations_fallback,matched_by_orcid
pid:156/2283,https://openalex.org/A5031096722,Andrea Paudice,University of Milan,University of Milan,IT,affiliations_fallback,matched_by_orcid
pid:156/3720,https://openalex.org/A5110479083,Jinliang Zheng,Group Sense (China),Group Sense (China)|Tsinghua University,CN,last_known_institutions_primary,matched_by_name
pid:156/4008-1,https://openalex.org/A5037655503,Zheng Zhan,Northeastern University,Northeastern University,US,last_known_institutions_primary,matched_by_orcid
pid:156/6628,https://openalex.org/A5017330235,Bartłomiej Twardowski,Universitat Autònoma de Barcelona,Universitat Autònoma de Barcelona|IDEA of Development Foundation,ES,last_known_institutions_primary,matched_by_orcid
pid:156/7303,https://openalex.org/A5025147185,Christopher Morris,Polytechnique Montréal,Polytechnique Montréal,CA,affiliations_fallback,matched_by_orcid
pid:156/7808,https://openalex.org/A5073110676,Jiankang Deng,NIHR Imperial Biomedical Research Centre,NIHR Imperial Biomedical Research Centre|Huawei Technologies (United Kingdom)|Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:156/7882,https://openalex.org/A5031886937,Malu Zhang,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,CN,last_known_institutions_primary,matched_by_orcid
pid:157/2928,https://openalex.org/A5055826974,Yazhou Ren,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China|Institute for Advanced Study,CN,last_known_institutions_primary,matched_by_orcid
pid:157/3601,https://openalex.org/A5003510948,Elliot J. Crowley,University of Edinburgh,University of Edinburgh,GB,last_known_institutions_primary,matched_by_orcid
pid:157/4929,https://openalex.org/A5037458079,Martin Gjoreski,Università della Svizzera italiana,Università della Svizzera italiana,CH,last_known_institutions_primary,matched_by_orcid
pid:157/6062,https://openalex.org/A5063670809,Shaofeng H.-C. Jiang,Peking University,Peking University,CN,last_known_institutions_primary,matched_by_orcid
pid:157/8128-6,https://openalex.org/A5110042813,Yuan Xie,Shanghai Dianji University,Shanghai Dianji University,CN,last_known_institutions_primary,matched_by_orcid
pid:158/1014,https://openalex.org/A5072484211,Quanming Yao,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:158/4231,https://openalex.org/A5013340793,Kele Xu,Yangtze River Pharmaceutical Group (China),Yangtze River Pharmaceutical Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:158/4640,https://openalex.org/A5031393216,Xueyu Mao,Huawei Technologies (China),Huawei Technologies (China)|Fudan University|Minhang District Central Hospital|Tongren Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:158/4888,https://openalex.org/A5015133769,Prashant Khanduri,Wayne State University,Wayne State University,US,last_known_institutions_primary,matched_by_orcid
pid:158/5356,https://openalex.org/A5072582877,David M. Zoltowski,Neurosciences Institute,Neurosciences Institute|Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:158/7224,https://openalex.org/A5006851333,Florian Tramèr,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:158/9840,https://openalex.org/A5024709593,Bihan Wen,Nanyang Technological University,Nanyang Technological University,SG,last_known_institutions_primary,matched_by_orcid
pid:159/1215,https://openalex.org/A5005577303,Andy Zeng,Google (United States),Google (United States),US,last_known_institutions_primary,matched_by_orcid
pid:159/1655,https://openalex.org/A5003019748,Chaowei Fang,Xidian University,Xidian University,CN,affiliations_fallback,matched_by_orcid
pid:159/6544-1,https://openalex.org/A5036624612,Mingzhou Liu,Hefei University of Technology,Hefei University of Technology|Hefei National Center for Physical Sciences at Nanoscale,CN,last_known_institutions_primary,matched_by_orcid
pid:159/7655-2,https://openalex.org/A5092473985,Yuwei Guo,Xidian University,Xidian University|Soochow University,CN,last_known_institutions_primary,matched_by_orcid
pid:159/8117-2,https://openalex.org/A5028597555,Wenhao Yu,Shantou University,Shantou University,CN,affiliations_fallback,matched_by_orcid
pid:159/8117-3,https://openalex.org/A5015524477,Wenhao Yu,Google (United States),Google (United States)|East China University of Science and Technology,US,last_known_institutions_primary,matched_by_orcid
pid:159/8806,https://openalex.org/A5079353997,Amit Portnoy,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,IL,affiliations_fallback,matched_by_orcid
pid:16/1161-1,https://openalex.org/A5100701572,Ming Zhou,Tufts Medical Center,Tufts Medical Center|North China Electric Power University|Bristol-Myers Squibb (Germany)|Nanjing University of Science and Technology|Langdon Hospital|Icahn School of Medicine at Mount Sinai,US,last_known_institutions_primary,matched_by_orcid
pid:16/1234-2,https://openalex.org/A5100429710,Zhuo Zhang,Purdue University West Lafayette,Purdue University West Lafayette|Nanjing University of Science and Technology|Jilin Vocational College of Industry and Technology|Research Institute for Electromagnetic Materials|Ocean University of China,US,last_known_institutions_primary,matched_by_orcid
pid:16/1278-5,https://openalex.org/A5023845728,Chao Dong,Shenzhen University,"Shenzhen University|China University of Petroleum, Beijing|Shenzhen Institutes of Advanced Technology|Shenzhen Technology University|Taian City Central Hospital|Nanjing University of Aeronautics and Astronautics",CN,last_known_institutions_primary,matched_by_orcid
pid:16/1917,https://openalex.org/A5045425016,Christina Lioma,University of Copenhagen,University of Copenhagen,DK,last_known_institutions_primary,matched_by_orcid
pid:16/2286,https://openalex.org/A5087368991,Max Welling,University of Amsterdam,University of Amsterdam,NL,affiliations_fallback,matched_by_orcid
pid:16/3283-119,https://openalex.org/A5120313167,Xi Chen,Chinese University of Hong Kong,Chinese University of Hong Kong|University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:16/3283-9,https://openalex.org/A5100329832,Xi Chen,Hong Kong Baptist University,Hong Kong Baptist University|KBR (United States)|Huawei Technologies (China)|Dalian University of Technology|Dalian University|Space Engineering University|Impact|McGill University|Shangqiu Normal University|WSP (Canada)|Tsinghua University,HK,last_known_institutions_primary,matched_by_orcid
pid:16/3539,https://openalex.org/A5041092666,Federico Tombari,Google (United States),Google (United States)|Google (Switzerland)|Technical University of Munich,US,last_known_institutions_primary,matched_by_orcid
pid:16/3869,https://openalex.org/A5026990786,Torsten Hoefler,ETH Zurich,ETH Zurich|Supercomputing Systems (Switzerland),CH,last_known_institutions_primary,matched_by_orcid
pid:16/4075-2,https://openalex.org/A5100776576,Yujing Wang,Shenyang Medical College,Shenyang Medical College|Soochow University|Beijing Founder Electronics (China)|Beijing Advanced Sciences and Innovation Center|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:16/4222-1,https://openalex.org/A5103175239,Zhi Tang,Peking University,Peking University|Hunan University of Science and Engineering,CN,last_known_institutions_primary,matched_by_orcid
pid:16/4453,https://openalex.org/A5047352800,Lars Buesing,Google DeepMind (United Kingdom),Google DeepMind (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:16/4505-1,https://openalex.org/A5100458530,Yang Yu,Beijing Botanical Garden,Beijing Botanical Garden|Education University of Hong Kong|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:16/5105-16,https://openalex.org/A5007109219,Fei Zhang,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:16/5141-1,https://openalex.org/A5100619470,Zhichao Chen,Tianjin University of Science and Technology,Tianjin University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:16/5689-6,https://openalex.org/A5107809101,Sunwoo Kim,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology|Korea University|International Graduate School of English,KR,last_known_institutions_primary,matched_by_orcid
pid:16/6366,https://openalex.org/A5000111344,Richard S. Zemel,Amazon (United States),Amazon (United States)|Columbia University,US,last_known_institutions_primary,matched_by_orcid
pid:16/7565-1,https://openalex.org/A5101713885,Jie Fu,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology|Peking University|University of Macau|Beijing Academy of Artificial Intelligence|Fujian Polytechnic of Information Technology|Peking University Sixth Hospital|Shanghai Artificial Intelligence Laboratory,HK,last_known_institutions_primary,matched_by_orcid
pid:16/8758,https://openalex.org/A5050954769,Krishnamurthy Dvijotham,Google (United States),Google (United States),US,last_known_institutions_primary,matched_by_orcid
pid:16/9886,https://openalex.org/A5114706123,Andreas Damianou,Amazon (Germany),Amazon (Germany),DE,affiliations_fallback,matched_by_orcid
pid:160/0888-1,https://openalex.org/A5021886210,Yunlong Hou,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:160/1741,https://openalex.org/A5060844217,Luca Soldaini,Allen Institute,Allen Institute|Seattle University,US,last_known_institutions_primary,matched_by_orcid
pid:160/6245-1,https://openalex.org/A5081047744,Yining Ma,Tongji University,Tongji University|Beijing Normal University|IIT@MIT|Massachusetts Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:160/8154,https://openalex.org/A5102805449,Mikhail Galkin,Intel (United States),Intel (United States),US,affiliations_fallback,matched_by_orcid
pid:160/8447,https://openalex.org/A5072947305,Linxiao Yang,Alibaba Group (China),Alibaba Group (China),CN,affiliations_fallback,matched_by_orcid
pid:160/8900,https://openalex.org/A5050640377,Ellen Vitercik,Stanford University,Stanford University,US,last_known_institutions_primary,matched_by_orcid
pid:160/9943,https://openalex.org/A5089902230,Zhaohan Daniel Guo,Google (United States),Google (United States),US,affiliations_fallback,matched_by_name
pid:161/0001-1,https://openalex.org/A5133254342,Yankai Lin,Renmin University of China,Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:161/1958,https://openalex.org/A5075329194,Zequn Jie,Meizu (China),Meizu (China),CN,last_known_institutions_primary,matched_by_orcid
pid:162/1287,https://openalex.org/A5086419494,Haoyi Zhou,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:162/1405,https://openalex.org/A5018809423,Nicolas Papernot,University of Toronto,University of Toronto,CA,affiliations_fallback,matched_by_orcid
pid:162/2218,https://openalex.org/A5049051097,Shirley Ho,Princeton University,Princeton University|Sanford Broadway Medical Center|Flatiron Health (United States)|New York University,US,last_known_institutions_primary,matched_by_orcid
pid:162/3265-2,https://openalex.org/A5101428872,Yujun Zhou,University of Notre Dame,University of Notre Dame|Shanghai Jiao Tong University|Beijing Normal University,US,last_known_institutions_primary,matched_by_orcid
pid:162/8838,https://openalex.org/A5045207457,J. Li,Microsoft (United States),Microsoft (United States),US,affiliations_fallback,matched_by_orcid
pid:163/0541,https://openalex.org/A5049629716,Xiwen Yao,Northwestern Polytechnical University,Northwestern Polytechnical University|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:163/0767,https://openalex.org/A5047118636,Haishuai Wang,Zhejiang University of Technology,Zhejiang University of Technology|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:163/0779-1,https://openalex.org/A5063048657,Shengnan Guo,Jiangsu Provincial Water Survey & Design Institute (China),Jiangsu Provincial Water Survey & Design Institute (China),CN,last_known_institutions_primary,matched_by_orcid
pid:163/4119,https://openalex.org/A5018254776,Jimin Huang,Chinese Academy of Sciences,Chinese Academy of Sciences|Yale University|Shanghai Institute of Ceramics|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:163/4293,https://openalex.org/A5038833701,Diego Mesquita,Fundação Getulio Vargas,Fundação Getulio Vargas,BR,affiliations_fallback,matched_by_orcid
pid:163/7788,https://openalex.org/A5027286402,Aaron Ferber,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:163/9000-1,https://openalex.org/A5101518734,Minghui Hu,North China Electric Power University,North China Electric Power University|Nanyang Technological University|University of California System|Guangxi Normal University|South China Botanical Garden|University of Chinese Academy of Sciences|China National Botanical Garden|Southwest Minzu University,CN,last_known_institutions_primary,matched_by_orcid
pid:164/0711,https://openalex.org/A5081452008,Alexander Kozachinskiy,Queen Mary University of London,Queen Mary University of London,GB,last_known_institutions_primary,matched_by_orcid
pid:164/5972,https://openalex.org/A5012826868,Jean-Baptiste Alayrac,DeepMind (United Kingdom),DeepMind (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:164/7242,https://openalex.org/A5082992656,Pavel Dvurechensky,Weierstrass Institute for Applied Analysis and Stochastics,Weierstrass Institute for Applied Analysis and Stochastics,DE,last_known_institutions_primary,matched_by_orcid
pid:164/7281,https://openalex.org/A5060925308,Jeffrey Regier,University of Michigan–Ann Arbor,University of Michigan–Ann Arbor|University of Michigan|Michigan United,US,last_known_institutions_primary,matched_by_orcid
pid:164/7314,https://openalex.org/A5057778679,Rose Yu,UC San Diego Health System,UC San Diego Health System|University of California San Diego,US,last_known_institutions_primary,matched_by_orcid
pid:164/7327,https://openalex.org/A5078446727,Arun Sai Suggala,Google (United States),Google (United States),US,affiliations_fallback,matched_by_orcid
pid:165/0820-1,https://openalex.org/A5084502311,Hussein Hazimeh,Massachusetts Institute of Technology,Massachusetts Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:165/3014,https://openalex.org/A5065180062,Han-Jia Ye,Nanjing University,Nanjing University,CN,affiliations_fallback,matched_by_orcid
pid:165/5192,https://openalex.org/A5051908963,Ernest K. Ryu,"University of California, Los Angeles","University of California, Los Angeles",US,affiliations_fallback,matched_by_orcid
pid:165/9781,https://openalex.org/A5060524512,Lechao Cheng,Hefei University of Technology,Hefei University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:165/9898,https://openalex.org/A5052747884,Sai Bi,Adobe Systems (United States),Adobe Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:166/0029-2,https://openalex.org/A5101599729,Xuebo Liu,Harbin Institute of Technology,Harbin Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:166/1552,https://openalex.org/A5002747297,Markus Wulfmeier,Goldsmiths University of London,Goldsmiths University of London,GB,last_known_institutions_primary,matched_by_orcid
pid:166/1624,https://openalex.org/A5006981411,Josh Alman,Columbia University,Columbia University,US,last_known_institutions_primary,matched_by_orcid
pid:166/1687,https://openalex.org/A5052961865,Raffaello Camoriano,Politecnico di Torino,Politecnico di Torino,IT,affiliations_fallback,matched_by_orcid
pid:166/2763-1,https://openalex.org/A5074865219,Yulun Zhang,Shanghai Jiao Tong University,Shanghai Jiao Tong University|ETH Zurich|Tsinghua–Berkeley Shenzhen Institute|Carnegie Mellon University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:166/2979,https://openalex.org/A5101457896,Ziang Chen,Chinese Academy of Sciences,Chinese Academy of Sciences|Xinjiang Technical Institute of Physics & Chemistry|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:166/5900,https://openalex.org/A5102922412,Jiangchao Yao,Shanghai Jiao Tong University,Shanghai Jiao Tong University|SAIC-GM (China),CN,last_known_institutions_primary,matched_by_orcid
pid:166/5946,https://openalex.org/A5052892856,Jingtao Ding,Tsinghua University,Tsinghua University,CN,affiliations_fallback,matched_by_orcid
pid:166/6264,https://openalex.org/A5072096775,Lin F. Yang,"University of California, Los Angeles","University of California, Los Angeles",US,last_known_institutions_primary,matched_by_orcid
pid:166/7005-2,https://openalex.org/A5004843520,Ziwei Luo,Jiaxing University,Jiaxing University|China Agricultural University|Fujian Agriculture and Forestry University,CN,last_known_institutions_primary,matched_by_orcid
pid:167/0275,https://openalex.org/A5101555948,Yao Wan,Central South University,Central South University,CN,last_known_institutions_primary,matched_by_orcid
pid:167/0903,https://openalex.org/A5058071176,Daochen Zha,Bay Area Air Quality Management District,Bay Area Air Quality Management District|Rice University,US,last_known_institutions_primary,matched_by_orcid
pid:167/1261-8,https://openalex.org/A5100614065,Xiaopeng Zhang,Chinese Academy of Sciences,Chinese Academy of Sciences|Huawei Technologies (China)|Hefei Institutes of Physical Science|ETC International|Institute of Automation|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:167/3181,https://openalex.org/A5018096364,Xinxin Zuo,University of Alberta,University of Alberta|Concordia University,CA,last_known_institutions_primary,matched_by_orcid
pid:167/3214,https://openalex.org/A5069110696,Antonio Vergari,University of Edinburgh,University of Edinburgh,GB,affiliations_fallback,matched_by_orcid
pid:167/3478,https://openalex.org/A5018564842,Hantao Yao,University of Science and Technology of China,University of Science and Technology of China|Wuhan University|Zhejiang Cancer Hospital|Zhejiang University Medical College Affiliated Stomatological Hospital|Stomatology Hospital|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:167/3785,https://openalex.org/A5032451496,Ranjay Krishna,University of Washington,University of Washington|Allen Institute|Allen Institute for Artificial Intelligence|Seattle University,US,last_known_institutions_primary,matched_by_orcid
pid:167/4323,https://openalex.org/A5015133041,Xue Bin Peng,Simon Fraser University,Simon Fraser University,CA,last_known_institutions_primary,matched_by_orcid
pid:167/9638,https://openalex.org/A5034725081,Gal Vardi,Hebrew University of Jerusalem,Hebrew University of Jerusalem,IL,affiliations_fallback,matched_by_orcid
pid:168/6263-1,https://openalex.org/A5051972265,Yaohui Wang,Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence|Shanghai Artificial Intelligence Laboratory,CN,last_known_institutions_primary,matched_by_orcid
pid:168/7529,https://openalex.org/A5047048637,Christian Bock,SIB Swiss Institute of Bioinformatics,SIB Swiss Institute of Bioinformatics|ETH Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:168/8558,https://openalex.org/A5023706410,Felix Berkenkamp,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:168/8847,https://openalex.org/A5047671674,Hanrui Zhang,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:168/9413,https://openalex.org/A5030118506,Shengwei An,Purdue University West Lafayette,Purdue University West Lafayette,US,last_known_institutions_primary,matched_by_name
pid:169/2268,https://openalex.org/A5081287468,Shengshan Hu,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:169/3160-3,https://openalex.org/A5101614377,Bowen Shi,Hong Kong Polytechnic University,Hong Kong Polytechnic University|Shanghai Jiao Tong University|Jilin Agricultural University,HK,last_known_institutions_primary,matched_by_orcid
pid:169/4837,https://openalex.org/A5076611545,Christopher Choy,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_name
pid:169/4908,https://openalex.org/A5046222739,Menghan Xia,Tencent (China),Tencent (China)|Kuaishou (China)|Wuhan Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:169/5585,https://openalex.org/A5034122071,Chongyi Li,Nanyang Technological University,Nanyang Technological University|Nankai University|Northwest University|Children in Scotland|Shaanxi University of Science and Technology,SG,last_known_institutions_primary,matched_by_orcid
pid:169/6247,https://openalex.org/A5033768689,Feihu Huang,University of Pittsburgh,University of Pittsburgh|Chengdu University of Information Technology,US,last_known_institutions_primary,matched_by_orcid
pid:169/7349,https://openalex.org/A5037831162,Chaozhuo Li,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications|Shandong Tumor Hospital|Microsoft Research Asia (China)|Shandong First Medical University|Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:169/7392,https://openalex.org/A5020200055,Thijs Vogels,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),GB,last_known_institutions_primary,matched_by_orcid
pid:169/8155-1,https://openalex.org/A5101503000,Ge Yan,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:169/9975,https://openalex.org/A5065675832,Bryan Hooi,National University of Singapore,National University of Singapore,SG,last_known_institutions_primary,matched_by_orcid
pid:17/11359,https://openalex.org/A5030762002,Tieliang Gong,Xi'an Jiaotong University,Xi'an Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:17/1152-5,https://openalex.org/A5100721881,Wei Feng,Tianjin University,Tianjin University|Jilin University|Chinese Academy of Sciences|Civil Aviation University of China|Jingdong (China)|First Hospital of Jilin University|Shenzhen Institutes of Advanced Technology|University of Chinese Academy of Sciences|Northwest A&F University,CN,last_known_institutions_primary,matched_by_orcid
pid:17/1633,https://openalex.org/A5102922725,Graham W. Taylor,Vector Institute,Vector Institute|University of Guelph,CA,last_known_institutions_primary,matched_by_orcid
pid:17/221-68,https://openalex.org/A5100784213,Yi Wang,Northwestern Polytechnical University,Northwestern Polytechnical University,CN,last_known_institutions_primary,matched_by_orcid
pid:17/3075-3,https://openalex.org/A5101558585,Ji Xu,Columbia University,Columbia University,US,last_known_institutions_primary,matched_by_orcid
pid:17/4402,https://openalex.org/A5073756389,Martin Jaggi,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,CH,affiliations_fallback,matched_by_orcid
pid:17/5085,https://openalex.org/A5133311953,Ryan A. Rossi,Adobe Systems (United States),Adobe Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:17/5705-30,https://openalex.org/A5100348522,Hao Li,University of Southern California,University of Southern California,US,last_known_institutions_primary,matched_by_orcid
pid:17/6858,https://openalex.org/A5028268587,Weizhan Zhang,McGovern Institute for Brain Research,McGovern Institute for Brain Research|Chinese Institute for Brain Research|Xi'an Jiaotong University|Tsinghua University,US,last_known_institutions_primary,matched_by_orcid
pid:17/7724-2,https://openalex.org/A5100619744,Zhengming Chen,Guangdong University of Technology,Guangdong University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:17/7992,https://openalex.org/A5087818121,Wanli Ouyang,Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence|Shanghai Artificial Intelligence Laboratory,CN,last_known_institutions_primary,matched_by_orcid
pid:17/9267,https://openalex.org/A5052284218,Yuxiao Dong,Beijing University of Chinese Medicine,Beijing University of Chinese Medicine|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:170/1496-1,https://openalex.org/A5090073634,Yaodong Yang,King University,King University|Jiangsu Normal University|Peking University|Beijing Academy of Artificial Intelligence|Beijing Satellite Navigation Center|Shandong Academy of Sciences|Artificial Intelligence in Medicine (Canada)|Beijing Institute for General Artificial Intelligence|University of Science and Technology Beijing,US,last_known_institutions_primary,matched_by_orcid
pid:170/1496-2,https://openalex.org/A5028342361,Yaodong Yang,Chinese University of Hong Kong,Chinese University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:170/1608,https://openalex.org/A5112877229,Xizhou Zhu,Tsinghua University,Tsinghua University,CN,last_known_institutions_primary,matched_by_name
pid:170/2608,https://openalex.org/A5004550709,David B. Lindell,Vector Institute,Vector Institute,CA,affiliations_fallback,matched_by_orcid
pid:170/5430,https://openalex.org/A5101629748,Chanyoung Park,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology|Moscow Institute of Thermal Technology,KR,last_known_institutions_primary,matched_by_orcid
pid:170/9206-1,https://openalex.org/A5049752033,Zhijian Duan,Peking University,Peking University|Xianyang Normal University|Alibaba Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:171/4781-1,https://openalex.org/A5018666299,Wei Ju,Simon Fraser University,Simon Fraser University|Peking University|Sichuan University|Chengdu University,CA,last_known_institutions_primary,matched_by_orcid
pid:172/1346-1,https://openalex.org/A5103152323,Yisen Wang,Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence,CN,last_known_institutions_primary,matched_by_orcid
pid:172/6368,https://openalex.org/A5082785688,Paolo Morettin,University of Trento,University of Trento,IT,affiliations_fallback,matched_by_orcid
