author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:145/4489-1,https://openalex.org/A5007489034,Ninghao Liu,University of Georgia,University of Georgia,US,last_known_institutions_primary,matched_by_orcid
pid:145/4933-3,https://openalex.org/A5035046246,Michael Thomas Smith,University of Sheffield,University of Sheffield,GB,last_known_institutions_primary,matched_by_orcid
pid:145/4965-1,,,,,,error,error:AttributeError
pid:145/5522,https://openalex.org/A5089114577,Mehrdad Moharrami,University of Iowa,University of Iowa,US,last_known_institutions_primary,matched_by_orcid
pid:145/6503-1,https://openalex.org/A5035287134,Yanmin Gong,The University of Texas at San Antonio,The University of Texas at San Antonio,US,last_known_institutions_primary,matched_by_orcid
pid:145/6563,https://openalex.org/A5070063054,Marzyeh Ghassemi,Moscow Institute of Thermal Technology,Moscow Institute of Thermal Technology|IIT@MIT|Massachusetts Institute of Technology,RU,last_known_institutions_primary,matched_by_orcid
pid:145/6592-1,https://openalex.org/A5076341654,Xinwei Sun,Electric Power Research Institute,"Electric Power Research Institute|Zhejiang Normal University|Shandong University|State Grid Corporation of China (China)|Fudan University|Economic Research Institute|China University of Petroleum, East China|State Key Laboratory of Microbial Technology",US,last_known_institutions_primary,matched_by_orcid
pid:145/7647,https://openalex.org/A5012752787,Amir Rasouli,Huawei Technologies (Canada),Huawei Technologies (Canada),CA,affiliations_fallback,matched_by_orcid
pid:145/7996,https://openalex.org/A5049508892,Omid Sadeghi Fathabadi,Razi University,Razi University|University of Tasmania,IR,last_known_institutions_primary,matched_by_orcid
pid:145/8377,https://openalex.org/A5101957153,Alexander Fraser,Technical University of Munich,Technical University of Munich,DE,last_known_institutions_primary,matched_by_orcid
pid:145/8415,https://openalex.org/A5020368316,Greg Ongie,Marquette University,Marquette University,US,last_known_institutions_primary,matched_by_orcid
pid:145/9249-1,https://openalex.org/A5045847345,Hui Nie,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,CN,affiliations_fallback,matched_by_orcid
pid:145/9809,https://openalex.org/A5048743195,Rebecca C. Steorts,United States Census Bureau,United States Census Bureau|Duke University,US,last_known_institutions_primary,matched_by_orcid
pid:145/9871,https://openalex.org/A5039038824,Pedro Saleiro,Escola Superior de Enfermagem de Coimbra,Escola Superior de Enfermagem de Coimbra,PT,last_known_institutions_primary,matched_by_orcid
pid:145/9873,https://openalex.org/A5065857724,Baoxiang Wang,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",CN,last_known_institutions_primary,matched_by_orcid
pid:145/9981,https://openalex.org/A5036392768,Justus Thies,Max Planck Institute for Intelligent Systems,Max Planck Institute for Intelligent Systems,DE,affiliations_fallback,matched_by_orcid
pid:146/0153,https://openalex.org/A5091677337,Erik Waingarten,California University of Pennsylvania,California University of Pennsylvania,US,last_known_institutions_primary,matched_by_orcid
pid:146/0168,https://openalex.org/A5057716290,Benedikt Boecking,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:146/0225,https://openalex.org/A5026086048,Juan E. Kamienkowski,Universidad de Buenos Aires,Universidad de Buenos Aires|National University of General Sarmiento|Fundación Ciencias Exactas y Naturales,AR,last_known_institutions_primary,matched_by_orcid
pid:146/0315-1,https://openalex.org/A5040432863,David Hyde,Vanderbilt University,Vanderbilt University,US,last_known_institutions_primary,matched_by_orcid
pid:146/0423,https://openalex.org/A5055885317,Rabeeh Karimi Mahabadi,Idiap Research Institute,Idiap Research Institute,CH,affiliations_fallback,matched_by_orcid
pid:146/0784,https://openalex.org/A5011783006,Guangmo Tong,University of Delaware,University of Delaware,US,last_known_institutions_primary,matched_by_orcid
pid:146/0902,https://openalex.org/A5020493508,Christian A. Naesseth,Technical University of Denmark,Technical University of Denmark,DK,affiliations_fallback,matched_by_orcid
pid:146/0939-1,https://openalex.org/A5101499880,Yuxuan Zhu,Sun Yat-sen University,Sun Yat-sen University|Chinese People's Liberation Army,CN,last_known_institutions_primary,matched_by_orcid
pid:146/0939-3,https://openalex.org/A5101203659,Yuxuan Zhu,Institute of High Energy Physics,Institute of High Energy Physics,CN,affiliations_fallback,matched_by_orcid
pid:146/1605,https://openalex.org/A5054311881,Chenggang Yan,Hangzhou Dianzi University,Hangzhou Dianzi University,CN,last_known_institutions_primary,matched_by_orcid
pid:146/1800,https://openalex.org/A5039883116,Yunhang Shen,Zhejiang A & F University,Zhejiang A & F University|Xiamen University|Tencent (China),CN,last_known_institutions_primary,matched_by_orcid
pid:146/3031,https://openalex.org/A5087676185,Lyudmila Grigoryeva,University of St.Gallen,University of St.Gallen|University of Warwick|University of Applied Sciences St. Gallen,CH,last_known_institutions_primary,matched_by_orcid
pid:146/3631,https://openalex.org/A5051757079,Imtiaz Masud Ziko,Thales (Australia),Thales (Australia),AU,last_known_institutions_primary,matched_by_orcid
pid:146/3824,https://openalex.org/A5077391471,Jasmijn Bastings,Google (United States),Google (United States),US,last_known_institutions_primary,matched_by_orcid
pid:146/3853-1,,,,,,,not_found
pid:146/3968,https://openalex.org/A5041111343,Spandana Gella,Amazon (United States),Amazon (United States),US,affiliations_fallback,matched_by_orcid
pid:146/4361,https://openalex.org/A5061951606,Ryan Cotterell,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:146/4432,https://openalex.org/A5046431394,Rachel Bawden,Institut national de recherche en informatique et en automatique,Institut national de recherche en informatique et en automatique,FR,affiliations_fallback,matched_by_orcid
pid:146/4830,https://openalex.org/A5030165903,Xibin Song,Shandong University,Shandong University,CN,last_known_institutions_primary,matched_by_orcid
pid:146/4849,https://openalex.org/A5067592804,Tai‐Jiang Mu,Tsinghua University,Tsinghua University,CN,affiliations_fallback,matched_by_orcid
pid:146/4856,https://openalex.org/A5063313898,Nicholas B. Allen,Northwestern University,Northwestern University|Mental Health Research Institute|University of Oregon|Eugene Research Institute,US,last_known_institutions_primary,matched_by_orcid
pid:146/5036,https://openalex.org/A5024583659,André Lamúrias,University of Lisbon,University of Lisbon|Universidade Nova de Lisboa,PT,last_known_institutions_primary,matched_by_orcid
pid:146/6392,https://openalex.org/A5079158233,Laura R. Marusich,United States Department of the Army,United States Department of the Army|DEVCOM Army Research Laboratory,US,last_known_institutions_primary,matched_by_orcid
pid:146/6779,https://openalex.org/A5003265327,Jan Graßhoff,Fraunhofer Research Institution for Individualized and Cell-Based Medical Engineering,Fraunhofer Research Institution for Individualized and Cell-Based Medical Engineering,DE,affiliations_fallback,matched_by_orcid
pid:146/6917,https://openalex.org/A5040143352,Miles J. Padgett,Saint Louis University,Saint Louis University|University of Glasgow,ES,last_known_institutions_primary,matched_by_orcid
pid:146/7746,https://openalex.org/A5047480720,Hossein Esfandiari,Google (United States),Google (United States)|Google (United Kingdom),US,last_known_institutions_primary,matched_by_orcid
pid:146/7819,https://openalex.org/A5048736480,Noman Bashir,King Fahd University of Petroleum and Minerals,King Fahd University of Petroleum and Minerals|COMSATS University Islamabad|Moscow Institute of Thermal Technology|IIT@MIT|National University of Medical Sciences|Massachusetts Institute of Technology|Mirpur University of Science and Technology,SA,last_known_institutions_primary,matched_by_orcid
pid:146/7976,https://openalex.org/A5080301618,Theodore Papamarkou,National Technical University of Athens,National Technical University of Athens|PolyPeptide Group (United States),GR,last_known_institutions_primary,matched_by_orcid
pid:146/7991,https://openalex.org/A5095107883,Saikat Dutta,Cornell University,Cornell University,US,last_known_institutions_primary,matched_by_orcid
pid:146/8008-1,https://openalex.org/A5101875470,Chenxi Liu,Northwest A&F University,Northwest A&F University,CN,last_known_institutions_primary,matched_by_orcid
pid:146/8141,https://openalex.org/A5084595174,Marco Savi,University of Milano-Bicocca,University of Milano-Bicocca,IT,last_known_institutions_primary,matched_by_orcid
pid:146/8170-1,https://openalex.org/A5100763975,Haoyu Chen,Tianjin University,Tianjin University|National Taiwan University|University of Oulu,CN,last_known_institutions_primary,matched_by_orcid
pid:146/8170-3,https://openalex.org/A5100763969,Haoyu Chen,Anhui Agricultural University,Anhui Agricultural University|Hunan University of Traditional Chinese Medicine|Hunan University|Hunan Normal University|Chinese University of Hong Kong|Shenzhen University|Xi'an Shiyou University|Xiamen University|Wuhan University of Technology|Nanjing University of Information Science and Technology|Harbin Institute of Technology|Beijing Jiaotong University|LMU Klinikum|Shantou University|Hunan Academy of Agricultural Sciences|Luoyang Normal University|Hezhou University|Hunan Agricultural University|Hubei University of Technology|Ludwig-Maximilians-Universität München,CN,last_known_institutions_primary,matched_by_orcid
pid:146/8262,https://openalex.org/A5080648149,Shenda Hong,Peking University,Peking University|Beijing Academy of Artificial Intelligence|University of Chinese Academy of Sciences,CN,last_known_institutions_primary,matched_by_orcid
pid:146/8482,https://openalex.org/A5057832550,Benjamin Paaßen,Bielefeld University,Bielefeld University,DE,last_known_institutions_primary,matched_by_orcid
pid:146/9205,https://openalex.org/A5023759374,William M. Wuest,Emory University,Emory University,US,last_known_institutions_primary,matched_by_orcid
pid:146/9561-3,https://openalex.org/A5101938688,Yuxin Yang,Beijing Institute of Technology,"Beijing Institute of Technology|Yangtze University|Illinois Institute of Technology|Jilin University|Harbin Institute of Technology|UNSW Sydney|Xiamen University Malaysia|Jilin Province Science and Technology Department|Changchun Institute of Technology|Center of Hubei Cooperative Innovation for Emissions Trading System|China University of Petroleum, East China|Huazhong University of Science and Technology|Wuhan Institute of Technology",CN,last_known_institutions_primary,matched_by_orcid
pid:146/9680,https://openalex.org/A5050906094,André Nusser,Université Côte d'Azur,Université Côte d'Azur,FR,affiliations_fallback,matched_by_orcid
pid:147/0322,https://openalex.org/A5025205227,Karthik Narasimhan,Princeton University,Princeton University,US,affiliations_fallback,matched_by_name
pid:147/0339-1,https://openalex.org/A5026789259,Rafael Ruiz,IMDEA Networks,IMDEA Networks,ES,last_known_institutions_primary,matched_by_orcid
pid:147/0451,https://openalex.org/A5086071901,Jinchao Chen,Chengdu University of Technology,Chengdu University of Technology|Zhejiang Cancer Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:147/0497-8,https://openalex.org/A5100449291,Ye Zhang,Xidian University,Xidian University|Xi'an Polytechnic University|Zhejiang Ocean University|Xi'an University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:147/0512-1,https://openalex.org/A5077901997,Shunli Wang,Central South University,Central South University|Mongolian University of Science and Technology|Inner Mongolia Electric Power (China)|Inner Mongolia University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1001,https://openalex.org/A5088551237,Youngsok Kim,Yonsei University,Yonsei University,KR,last_known_institutions_primary,matched_by_orcid
pid:147/1190-2,https://openalex.org/A5090386129,Jiaqi Gu,The University of Texas Health Science Center,The University of Texas Health Science Center|Arizona State University|Nanjing Medical University,US,last_known_institutions_primary,matched_by_orcid
pid:147/1190-5,https://openalex.org/A5041556715,Jiaqi Gu,Hunan University of Science and Technology,Hunan University of Science and Technology|University of South Florida|Agricultural Genomics Institute at Shenzhen|Chinese Academy of Agricultural Sciences|Ministry of Agriculture and Rural Affairs,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1229,https://openalex.org/A5050743199,Ziyuan Zhao,"Agency for Science, Technology and Research","Agency for Science, Technology and Research|Shandong University of Traditional Chinese Medicine|Harvard University|Guangxi University|Institute for Infocomm Research|Guangxi University of Chinese Medicine|Shimadzu (China)|Center for Systems Biology",SG,last_known_institutions_primary,matched_by_orcid
pid:147/1237-1,https://openalex.org/A5007796732,J. Y. Shi,University of South China,University of South China,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1343,https://openalex.org/A5101508204,Chunwei Liu,Moscow Institute of Thermal Technology,Moscow Institute of Thermal Technology|Tianjin Chest Hospital,RU,last_known_institutions_primary,matched_by_orcid
pid:147/1393-1,https://openalex.org/A5101752145,Yaqing Wang,Purdue University West Lafayette,Purdue University West Lafayette,US,last_known_institutions_primary,matched_by_orcid
pid:147/1393-2,https://openalex.org/A5051741610,Yaqing Wang,Chongqing University of Posts and Telecommunications,"Chongqing University of Posts and Telecommunications|Chinese University of Hong Kong|Chinese University of Hong Kong, Shenzhen",CN,last_known_institutions_primary,matched_by_orcid
pid:147/1470,https://openalex.org/A5015946486,Guohao Dai,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1591-2,https://openalex.org/A5100580969,Xu Zheng,Fujian Medical University,Fujian Medical University|Nanjing University of Chinese Medicine|Zhejiang Wanli University|Dalian Medical University|Sichuan University|Shanxi Academy of Medical Sciences|State Key Laboratory of Biotherapy,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1591-3,,,,,,,not_found
pid:147/1606,https://openalex.org/A5049750274,Zhenhua Han,Hubei University of Technology,Hubei University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:147/1619,https://openalex.org/A5101941950,Pinjia He,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",CN,last_known_institutions_primary,matched_by_orcid
pid:147/2276,https://openalex.org/A5071764813,Chenxiong Qian,Ningbo University of Finance & Economics,Ningbo University of Finance & Economics|University of Hong Kong,CN,last_known_institutions_primary,matched_by_orcid
pid:147/2699-1,https://openalex.org/A5079334071,Richard Zhang,Adobe Systems (United States),Adobe Systems (United States)|Apple (United Kingdom),US,last_known_institutions_primary,matched_by_orcid
pid:147/2735,https://openalex.org/A5051120254,Xi Yin,Alpha Omega Alpha Medical Honor Society,Alpha Omega Alpha Medical Honor Society|Menlo School|Institute of Coal Chemistry,US,last_known_institutions_primary,matched_by_orcid
pid:147/2752,https://openalex.org/A5007938204,Pierre-Luc St-Charles,Mila - Quebec Artificial Intelligence Institute,Mila - Quebec Artificial Intelligence Institute,CA,last_known_institutions_primary,matched_by_orcid
pid:147/2757,https://openalex.org/A5135375551,Zongyuan Ge,Monash University,Monash University,AU,last_known_institutions_primary,matched_by_orcid
pid:147/2810,https://openalex.org/A5101980997,Xiuming Zhang,Tongji University,Tongji University|Beijing Institute of Technology|Northeastern University,CN,last_known_institutions_primary,matched_by_orcid
pid:147/2816,https://openalex.org/A5108744298,Minh Hieu Nguyen,Griffith University,Griffith University,AU,last_known_institutions_primary,matched_by_orcid
pid:147/3439,https://openalex.org/A5065818820,Laxman Dhulipala,"University of Maryland, College Park","University of Maryland, College Park",US,last_known_institutions_primary,matched_by_orcid
pid:147/3952,https://openalex.org/A5089549062,Antonino Furnari,University of Catania,University of Catania,IT,last_known_institutions_primary,matched_by_orcid
pid:147/4008,https://openalex.org/A5000845063,Pascal Mettes,University of Amsterdam,University of Amsterdam,NL,last_known_institutions_primary,matched_by_orcid
pid:147/4828,https://openalex.org/A5088204867,Christopher A. Metzler,"University of Maryland, College Park","University of Maryland, College Park",US,last_known_institutions_primary,matched_by_orcid
pid:147/4846,https://openalex.org/A5043154223,Mahyar Fazlyab,Johns Hopkins University,Johns Hopkins University,US,affiliations_fallback,matched_by_orcid
pid:147/4905,https://openalex.org/A5013723114,Jean Pouget-Abadie,Google (United States),Google (United States),US,last_known_institutions_primary,matched_by_orcid
pid:147/4951,https://openalex.org/A5056042146,M. Nikhil Krishnan,Indian Institute of Technology Palakkad,Indian Institute of Technology Palakkad,IN,last_known_institutions_primary,matched_by_orcid
pid:147/5018,https://openalex.org/A5036302820,Stephan Mandt,UC Irvine Health,UC Irvine Health|Irvine University,US,last_known_institutions_primary,matched_by_orcid
pid:147/5023,https://openalex.org/A5081511803,Serena Yeung,University of British Columbia,University of British Columbia|University of Nottingham,CA,last_known_institutions_primary,matched_by_orcid
pid:147/5139,https://openalex.org/A5088007042,Han Zou,Nanyang Technological University,Nanyang Technological University,SG,last_known_institutions_primary,matched_by_orcid
pid:147/5178,https://openalex.org/A5076054793,Jelena Diakonikolas,University of Wisconsin–Madison,University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:147/5345-1,https://openalex.org/A5054043281,Xiangxiang Xu,University of Science and Technology of China,University of Science and Technology of China|Nanjing University of Chinese Medicine|Soochow University|Changshu No.1 People's Hospital|Institute of Modern Physics|Chinese People's Liberation Army|University of Hong Kong,CN,last_known_institutions_primary,matched_by_orcid
pid:147/5346,https://openalex.org/A5104257054,Chuan Guo,Chongqing University of Posts and Telecommunications,Chongqing University of Posts and Telecommunications|National University of Defense Technology|Alpha Omega Alpha Medical Honor Society|Menlo School,CN,last_known_institutions_primary,matched_by_orcid
pid:147/5346-2,https://openalex.org/A5069524591,Chuan Guo,Snap (United States),Snap (United States),US,last_known_institutions_primary,matched_by_orcid
pid:147/5355-1,https://openalex.org/A5032275274,Ruoxi Jia,Virginia Tech,Virginia Tech,US,affiliations_fallback,matched_by_orcid
pid:147/5453,https://openalex.org/A5102899011,Shengxi Li,Beihang University,Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:147/5478,https://openalex.org/A5045351810,Glen Berseth,Université de Montréal,Université de Montréal,CA,affiliations_fallback,matched_by_orcid
pid:147/5824-2,https://openalex.org/A5009606065,Hongxu Chen,Sichuan Agricultural University,Sichuan Agricultural University,CN,last_known_institutions_primary,matched_by_orcid
pid:147/6111,https://openalex.org/A5006230226,İsmail İlkan Ceylan,University of Oxford,University of Oxford,GB,last_known_institutions_primary,matched_by_orcid
pid:147/6281,https://openalex.org/A5115060069,Amrita Roy Chowdhury,University of Michigan,University of Michigan,US,last_known_institutions_primary,matched_by_orcid
pid:147/6644-2,,,,,,,not_found
pid:147/7764-1,https://openalex.org/A5046017342,Yong Dai,Tencent (China),"Tencent (China)|Fudan University|Higher Institute for Tourism, Hotels and Computer|Artificial Intelligence in Medicine (Canada)",CN,last_known_institutions_primary,matched_by_orcid
pid:147/8363-3,https://openalex.org/A5100330142,Si Liu,University of Science and Technology of China,University of Science and Technology of China|Foshan University|Fred Hutch Cancer Center|Division of Materials Science and Engineering|Beihang University,CN,last_known_institutions_primary,matched_by_orcid
pid:147/8515-1,https://openalex.org/A5005890093,Qixin Zhang,Shanghai University,Shanghai University|Shenyang Aerospace University|Shanghai University of Engineering Science|Southwest University|University of Shanghai for Science and Technology|Tangshan College|UNSW Sydney|Changchun University of Chinese Medicine,CN,last_known_institutions_primary,matched_by_orcid
pid:147/8566-1,https://openalex.org/A5004781883,Shuo Yu,University of Science and Technology of China,University of Science and Technology of China|Dalian University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:147/8926-2,https://openalex.org/A5101498813,Tianshi Wang,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,CN,last_known_institutions_primary,matched_by_orcid
pid:147/9113,https://openalex.org/A5065838678,Zhefeng Wang,Shenyang Aerospace University,Shenyang Aerospace University|Beijing Institute of Water,CN,last_known_institutions_primary,matched_by_orcid
pid:147/9141,https://openalex.org/A5072768866,Xuemeng Song,Shandong University,Shandong University|Southern University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:147/9148,https://openalex.org/A5021000040,Ahmed Hassan Awadallah,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),GB,last_known_institutions_primary,matched_by_orcid
pid:148/0866,https://openalex.org/A5063725454,Gopinath Chennupati,Amazon (United States),Amazon (United States),US,last_known_institutions_primary,matched_by_orcid
pid:148/0921,https://openalex.org/A5002465837,William La Cava,Boston Children's Hospital,Boston Children's Hospital|Harvard University|Boston Children's Museum,US,last_known_institutions_primary,matched_by_orcid
pid:148/1911-3,https://openalex.org/A5035373409,T. Liu,Purdue University West Lafayette,Purdue University West Lafayette|Fudan University,US,last_known_institutions_primary,matched_by_orcid
pid:148/2258,https://openalex.org/A5002721667,Yogesh Singh Rawat,University of Central Florida,University of Central Florida,US,last_known_institutions_primary,matched_by_orcid
pid:148/2603,https://openalex.org/A5044818931,Fryderyk Falniowski,Krakow University of Economics,Krakow University of Economics|Toronto Metropolitan University,PL,last_known_institutions_primary,matched_by_orcid
pid:148/3002-2,,,,,,,not_found
pid:148/4477,https://openalex.org/A5043524348,Zhan Qin,Zhejiang University of Science and Technology,Zhejiang University of Science and Technology|Zhejiang University of Technology|Hubei University of Technology|Zhejiang University,CN,last_known_institutions_primary,matched_by_orcid
pid:148/5539,https://openalex.org/A5023123863,Tristan Naumann,Microsoft (United States),Microsoft (United States),US,last_known_institutions_primary,matched_by_orcid
pid:148/6144,,,,,,,not_found
pid:148/6962,https://openalex.org/A5076129978,S. X. Li,Electric Power Research Institute,Electric Power Research Institute|Lanzhou University Second Hospital|Shanghai Electric (China)|Lanzhou University|Tsinghua University,US,last_known_institutions_primary,matched_by_orcid
pid:148/7188-1,,,,,,error,error:AttributeError
pid:148/8752,https://openalex.org/A5074765581,Timothy Langlois,Adobe Systems (United States),Adobe Systems (United States),US,last_known_institutions_primary,matched_by_orcid
pid:148/8790,https://openalex.org/A5022506083,Gurprit Singh,Advanced Micro Devices (Canada),Advanced Micro Devices (Canada)|Max Planck Institute for Informatics|Advanced Micro Devices (United States),CA,last_known_institutions_primary,matched_by_orcid
pid:148/8845,https://openalex.org/A5135410205,Judith Fan,,,,missing,matched_by_orcid
pid:148/9178,https://openalex.org/A5082767919,Mohit Iyyer,Amherst College,"Amherst College|University of Massachusetts Amherst|University of Maryland, College Park",US,last_known_institutions_primary,matched_by_orcid
pid:148/9479,https://openalex.org/A5013793053,Antonios Anastasopoulos,Center for Applied Linguistics,Center for Applied Linguistics|George Mason University|Bridge University|Archimedia (Greece)|Athena Research and Innovation Center In Information Communication & Knowledge Technologies,US,last_known_institutions_primary,matched_by_orcid
pid:148/9553,https://openalex.org/A5021057186,Junyi Jessy Li,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:148/9655-1,https://openalex.org/A5100413085,Zihao Wang,University of Miami,"University of Miami|Novo Nordisk (Denmark)|Princeton University|University of California San Diego|University of Illinois Chicago|University of Chicago|University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:148/9664,https://openalex.org/A5019790225,Rachel Bittner,Photon Spot (United States),Photon Spot (United States),US,affiliations_fallback,matched_by_orcid
pid:148/9698,https://openalex.org/A5074321963,Gia H. Ngo,Cornell University,Cornell University|New York Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:148/9997-1,https://openalex.org/A5101817758,Jingwei Xu,Second Affiliated Hospital of Zhejiang University,Second Affiliated Hospital of Zhejiang University|Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:148/9997-5,https://openalex.org/A5061294954,Jingwei Xu,Coal Industry Jinan Design & Research Institute (China),Coal Industry Jinan Design & Research Institute (China),CN,affiliations_fallback,matched_by_orcid
pid:149/0076,https://openalex.org/A5025896653,Alec Koppel,JPMorgan Chase & Co (United States),JPMorgan Chase & Co (United States)|Morgan Stanley (United States),US,last_known_institutions_primary,matched_by_orcid
pid:149/0239,https://openalex.org/A5056775618,Michele Donini,Helsinki Art Museum,Helsinki Art Museum,FI,last_known_institutions_primary,matched_by_orcid
pid:149/1037-2,,,,,,,not_found
pid:149/1202,https://openalex.org/A5026634347,Angela Dai,World Health Organization - Pakistan,World Health Organization - Pakistan|Technical University of Munich,PK,last_known_institutions_primary,matched_by_orcid
pid:149/1260,https://openalex.org/A5073227709,Sam Wiseman,Duke University,Duke University,US,affiliations_fallback,matched_by_orcid
pid:149/1265,https://openalex.org/A5080772091,Nika Haghtalab,"University of California, Berkeley","University of California, Berkeley",US,affiliations_fallback,matched_by_orcid
pid:149/1267-1,https://openalex.org/A5008382543,Siqi Fan,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,CN,affiliations_fallback,matched_by_orcid
pid:149/1267-2,https://openalex.org/A5015752254,Siqi Fan,Sichuan University,Sichuan University|West China Hospital of Sichuan University|Lanzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:149/1273,https://openalex.org/A5008835202,Maruan Al-Shedivat,Carnegie Mellon University,Carnegie Mellon University,US,affiliations_fallback,matched_by_name
pid:149/1281-1,https://openalex.org/A5086115549,Shanshan Feng,Wuhan University,Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
pid:149/2243,https://openalex.org/A5018420180,Christopher Musco,Amherst College,"Amherst College|University of Massachusetts Amherst|New York University|University of Maryland, College Park",US,last_known_institutions_primary,matched_by_orcid
pid:149/2327,https://openalex.org/A5023229845,Cameron Musco,Amherst College,Amherst College|University of Massachusetts Amherst|New York University,US,last_known_institutions_primary,matched_by_orcid
pid:149/2450,https://openalex.org/A5082251796,Daniel Murfet,The University of Melbourne,The University of Melbourne,AU,last_known_institutions_primary,matched_by_orcid
pid:149/2583,https://openalex.org/A5062115563,Michael R. Metel,Huawei Technologies (Canada),Huawei Technologies (Canada),CA,affiliations_fallback,matched_by_orcid
pid:149/2620,https://openalex.org/A5021487050,Shaileshh Bojja Venkatakrishnan,The Ohio State University,The Ohio State University,US,last_known_institutions_primary,matched_by_orcid
pid:149/2634,https://openalex.org/A5083630052,Liangqiong Qu,University of Hong Kong,University of Hong Kong,HK,last_known_institutions_primary,matched_by_orcid
pid:149/2661-1,https://openalex.org/A5100434472,Jiahao Chen,Fujian Provincial Hospital,Fujian Provincial Hospital,CN,last_known_institutions_primary,matched_by_orcid
pid:149/2661-6,https://openalex.org/A5100434464,Jiahao Chen,Hezhou University,Hezhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:149/2672-1,https://openalex.org/A5089793278,Pulkit Agrawal,Taoyuan Chang Gung Memorial Hospital,Taoyuan Chang Gung Memorial Hospital|Massachusetts Institute of Technology,TW,last_known_institutions_primary,matched_by_orcid
pid:149/2717,https://openalex.org/A5047502288,Cameron Chalk,The University of Texas at Austin,The University of Texas at Austin,US,last_known_institutions_primary,matched_by_orcid
pid:149/3142,https://openalex.org/A5030237347,Pierre‐Louis Poirion,RIKEN Center for Advanced Intelligence Project,RIKEN Center for Advanced Intelligence Project,JP,last_known_institutions_primary,matched_by_orcid
pid:149/3381,https://openalex.org/A5001446444,Liming Zhai,Central China Normal University,Central China Normal University,CN,last_known_institutions_primary,matched_by_orcid
pid:149/4942,https://openalex.org/A5047926878,Zhongpai Gao,United Imaging Healthcare (China),United Imaging Healthcare (China),CN,affiliations_fallback,matched_by_orcid
pid:149/5928,https://openalex.org/A5051096647,Zhongfang Zhuang,Visa (United Kingdom),Visa (United Kingdom)|Visa (United States),GB,last_known_institutions_primary,matched_by_orcid
pid:149/5954-1,https://openalex.org/A5104023004,Yingjie Gao,Tianjin Institute of Pharmaceutical Research (China),Tianjin Institute of Pharmaceutical Research (China),CN,last_known_institutions_primary,matched_by_orcid
pid:149/7762-5,https://openalex.org/A5102848881,Xi Peng,Sichuan University,Sichuan University|University of Delaware,CN,last_known_institutions_primary,matched_by_orcid
pid:149/7883,https://openalex.org/A5037377774,Saman Forouzandeh,The Royal Melbourne Hospital,The Royal Melbourne Hospital|MIT University|RMIT Europe|RMIT University,AU,last_known_institutions_primary,matched_by_orcid
pid:149/7976-1,https://openalex.org/A5026492424,Hsin-Ying Lee,Snap (United States),Snap (United States),US,last_known_institutions_primary,matched_by_orcid
pid:149/7989-1,https://openalex.org/A5133172881,Ruxin Wang,,,,missing,matched_by_orcid
pid:149/7989-2,https://openalex.org/A5101848673,Ruxin Wang,Shenzhen Institutes of Advanced Technology,Shenzhen Institutes of Advanced Technology|University of Sheffield,CN,last_known_institutions_primary,matched_by_orcid
pid:149/9332,https://openalex.org/A5079490150,Yuning Chen,National University of Defense Technology,National University of Defense Technology,CN,affiliations_fallback,matched_by_orcid
pid:149/9570,https://openalex.org/A5025216905,Munkhjargal Gochoo,United Arab Emirates University,United Arab Emirates University,AE,last_known_institutions_primary,matched_by_orcid
pid:15/10044,https://openalex.org/A5054499438,Riccardo Colini-Baldeschi,Meta (United Kingdom),Meta (United Kingdom),GB,affiliations_fallback,matched_by_orcid
